308.0,33,72,67,70.0
351.0,105,110,108,47.0
8.0,54,72,67,32.0
210.0,66,73,70,32.0
53.0,12,72,67,30.0
306.0,89,110,108,30.0
153.0,49,110,108,28.0
335.0,94,87,81,28.0
197.0,35,110,108,23.0
198.0,64,72,67,23.0
159.0,51,110,108,22.0
155.0,68,72,67,21.0
333.0,97,72,67,21.0
165.0,9,110,108,20.0
286.0,21,72,67,20.0
108.0,14,110,108,19.0
224.0,48,110,108,19.0
260.0,91,110,108,19.0
220.0,32,72,67,18.0
353.0,60,110,108,18.0
20.0,92,72,67,18.0
181.0,103,72,67,18.0
342.0,105,72,67,18.0
178.0,8,87,81,17.0
316.0,100,72,67,17.0
87.0,19,110,108,16.0
256.0,55,72,67,16.0
337.0,84,72,67,16.0
48.0,23,72,67,15.0
201.0,40,110,108,15.0
321.0,41,110,108,15.0
347.0,62,110,108,15.0
164.0,77,110,108,15.0
243.0,86,72,67,15.0
166.0,96,4,0,15.0
85.0,101,72,67,15.0
354.0,11,7,5,14.0
199.0,22,72,67,14.0
24.0,29,110,108,14.0
261.0,42,4,0,14.0
363.0,45,72,67,14.0
266.0,61,4,0,14.0
109.0,83,4,0,14.0
52.0,16,72,67,13.0
127.0,36,4,0,13.0
97.0,56,72,67,13.0
99.0,71,7,5,13.0
38.0,1,72,67,12.0
273.0,15,72,67,12.0
239.0,31,7,5,12.0
118.0,39,110,108,12.0
303.0,43,110,108,12.0
362.0,50,72,67,12.0
356.0,63,72,67,12.0
312.0,69,4,0,12.0
65.0,95,72,67,12.0
23.0,25,4,0,11.0
235.0,38,110,108,11.0
89.0,44,110,108,11.0
147.0,57,110,108,11.0
230.0,74,72,67,11.0
296.0,85,72,67,11.0
190.0,88,110,108,11.0
244.0,98,72,67,11.0
139.0,109,4,0,11.0
59.0,2,110,108,10.0
349.0,3,110,108,10.0
283.0,10,110,108,10.0
55.0,13,72,67,10.0
45.0,52,110,108,10.0
310.0,53,72,67,10.0
246.0,58,110,108,10.0
74.0,59,72,67,10.0
83.0,75,110,108,10.0
169.0,76,7,5,10.0
281.0,82,110,108,10.0
148.0,90,72,67,10.0
100.0,104,110,108,10.0
291.0,106,72,67,10.0
250.0,107,110,108,10.0
233.0,111,87,81,10.0
215.0,6,4,0,9.0
254.0,17,72,67,9.0
272.0,28,72,67,9.0
206.0,34,110,108,9.0
46.0,47,72,67,9.0
305.0,93,4,0,9.0
211.0,99,72,67,9.0
320.0,102,72,67,9.0
360.0,112,72,67,9.0
264.0,18,110,108,8.0
134.0,20,72,67,8.0
227.0,24,72,67,8.0
37.0,30,4,0,8.0
17.0,37,27,26,8.0
217.0,46,72,67,8.0
72.0,65,110,108,8.0
94.0,78,72,67,8.0
124.0,79,110,108,8.0
31.0,80,72,67,8.0
